pid,location,property_type,appraisal_2025,assessment_2025,appraisal_2024,assessment_2024,appraisal_2023,assessment_2023,appraisal_2022,assessment_2022,appraisal_2021,assessment_2021
2851,39 PROSPECT ST,RESIDENTIAL,794800,794800,580400,580400,580600,580600,580600,580600,,
2852,59 PROSPECT ST,RESIDENTIAL,623287,623287,413100,413100,413100,413100,452100,452100,,
2854,75 PROSPECT ST,RESIDENTIAL,422142,422142,287700,287700,287700,287700,287700,287700,,
2855,72 PROSPECT ST,RESIDENTIAL,501300,501300,369500,369500,368800,368800,368800,368800,,
2856,64 PROSPECT ST,RESIDENTIAL,481317,481317,356300,356300,356300,356300,356300,356300,,
2857,60 PROSPECT ST,RESIDENTIAL,583928,583928,396700,396700,396700,396700,396700,396700,,
2858,62 PROSPECT ST,RESIDENTIAL,559682,559682,416000,416000,416000,416000,416000,416000,,
2859,58 PROSPECT ST,RESIDENTIAL,531701,531701,407800,407800,407800,407800,407800,407800,,
2860,50 PROSPECT ST,RESIDENTIAL,433300,433300,394000,394000,374000,374000,374000,374000,,
2861,40 PROSPECT ST,RESIDENTIAL,486070,486070,354700,354700,354700,354700,360900,360900,,
2862,33 PERLEY AVE,RESIDENTIAL,914400,914400,662800,662800,662900,662900,662900,662900,,
2863,31 PERLEY AVE,RESIDENTIAL,490200,490200,344600,344600,344600,344600,344600,344600,,
2864,25 PERLEY AVE,RESIDENTIAL,433200,433200,330900,330900,330800,330800,330800,330800,,
2865,21 PERLEY AVE,RESIDENTIAL,511400,511400,386400,386400,386500,386500,403100,403100,,
2866,17 PERLEY AVE,RESIDENTIAL,399600,399600,285200,285200,285200,285200,285200,285200,,
2867,13 PERLEY AVE,RESIDENTIAL,317000,317000,240000,240000,240000,240000,240000,240000,,
2868,9 PERLEY AVE,RESIDENTIAL,447800,447800,316300,316300,316100,316100,316100,316100,,
2869,7 PERLEY AVE,RESIDENTIAL,414400,414400,324300,324300,205200,205200,205200,205200,,
2870,5 PERLEY AVE,RESIDENTIAL,489900,489900,350200,350200,350100,350100,350100,350100,,
2871,31 MESSENGER ST,RESIDENTIAL,367600,367600,274700,274700,274700,274700,274700,274700,,
2872,18 PERLEY AVE,RESIDENTIAL,607200,607200,426300,426300,426300,426300,421400,421400,,
2873,20 PERLEY AVE,RESIDENTIAL,505200,505200,382000,382000,382100,382100,382100,382100,,
2874,22 PERLEY AVE,RESIDENTIAL,447800,447800,318000,318000,318100,318100,318100,318100,,
2875,24 PERLEY AVE,RESIDENTIAL,484400,484400,367700,367700,367800,367800,367800,367800,,
2876,30 PROSPECT ST,RESIDENTIAL,464700,464700,345000,345000,328000,328000,328000,328000,,
2877,26 PROSPECT ST,RESIDENTIAL,468800,468800,362200,362200,396700,396700,396700,396700,,
2878,4 FOLLENSBEE AVE,RESIDENTIAL,408000,408000,274500,274500,274400,274400,274400,274400,,
2879,6 FOLLENSBEE AVE,RESIDENTIAL,387600,387600,268300,268300,268300,268300,268300,268300,,
2880,8 FOLLENSBEE AVE,RESIDENTIAL,616500,616500,407300,407300,407400,407400,407400,407400,,
2881,5 FOLLENSBEE AVE,RESIDENTIAL,434600,434600,311500,311500,311400,311400,311400,311400,,
2882,1 FOLLENSBEE AVE,COMMERCIAL,678000,678000,498600,498600,498600,498600,498600,498600,,
2883,8 PROSPECT ST,RESIDENTIAL,398500,398500,307100,307100,307100,307100,307100,307100,,
2884,67 SCHOOL ST,COMMERCIAL,606400,606400,445600,445600,445700,445700,445700,445700,,
2885,3 MESSENGER ST,RESIDENTIAL,377000,377000,263700,263700,263800,263800,263800,263800,,
2886,5 MESSENGER ST,RESIDENTIAL,361300,361300,250800,250800,250700,250700,250700,250700,,
2887,9 MESSENGER ST,RESIDENTIAL,382800,382800,287000,287000,158400,158400,92100,92100,,
2888,15 MESSENGER ST,RESIDENTIAL,482200,482200,315900,315900,330700,330700,330700,330700,,
2889,19 MESSENGER ST,RESIDENTIAL,633900,633900,454500,454500,454400,454400,431900,431900,,
2890,25 MESSENGER ST,RESIDENTIAL,494100,494100,355700,355700,355800,355800,355800,355800,,
2891,29 MESSENGER ST,RESIDENTIAL,451700,451700,342900,342900,342800,342800,342800,342800,,
2892,28 MESSENGER ST,RESIDENTIAL,335200,335200,234400,234400,234300,234300,234300,234300,,
2893,26 MESSENGER ST,RESIDENTIAL,390100,390100,275600,275600,275600,275600,239100,239100,,
2894,24 MESSENGER ST,RESIDENTIAL,384000,384000,264900,264900,265000,265000,265000,265000,,
2895,20 MESSENGER ST,RESIDENTIAL,564900,564900,414000,414000,414000,414000,414000,414000,,
2896,16 MESSENGER ST,RESIDENTIAL,548900,548900,419300,419300,419300,419300,419300,419300,,
2897,6 MESSENGER ST,RESIDENTIAL,425300,425300,290600,290600,290500,290500,290500,290500,,
2898,2 MESSENGER ST,RESIDENTIAL,526400,526400,312100,312100,312000,312000,310500,310500,,
2899,91 SCHOOL ST,RESIDENTIAL,496400,496400,350000,350000,350000,350000,350000,350000,,
2900,93 SCHOOL ST,RESIDENTIAL,494700,494700,382200,382200,382200,382200,382200,382200,,
2901,99 SCHOOL ST,RESIDENTIAL,331800,331800,253300,253300,256500,256500,256500,256500,,
2902,101 SCHOOL ST,RESIDENTIAL,316700,316700,221200,221200,221200,221200,221200,221200,,
2903,103 SCHOOL ST,RESIDENTIAL,421500,421500,309200,309200,319100,319100,319100,319100,,
2904,105 SCHOOL ST,RESIDENTIAL,528800,528800,377800,377800,377700,377700,377700,377700,,
2905,115 SCHOOL ST,RESIDENTIAL,352200,352200,255000,255000,255000,255000,255000,255000,,
2906,119 SCHOOL ST,RESIDENTIAL,379700,379700,270600,270600,270600,270600,270600,270600,,
2907,125 SCHOOL ST,RESIDENTIAL,464971,464971,325600,325600,325600,325600,324400,324400,,
2908,127 SCHOOL ST,RESIDENTIAL,545200,545200,389500,389500,394800,394800,394800,394800,,
2909,129 SCHOOL ST,RESIDENTIAL,413900,413900,316500,316500,316600,316600,316600,316600,,
2910,131 SCHOOL ST,RESIDENTIAL,421092,421092,298400,298400,298400,298400,298400,298400,,
2911,98 PROSPECT ST,RESIDENTIAL,402300,402300,306800,306800,306700,306700,306700,306700,,
2913,82 PROSPECT ST,RESIDENTIAL,382118,358346,285300,265595,285300,265595,285300,265595,,
2914,78 PROSPECT ST,RESIDENTIAL,445050,445050,326900,326900,326900,326900,314800,314800,,
2915,74 PROSPECT ST,RESIDENTIAL,488478,488478,385200,385200,385200,385200,385200,385200,,
2916,70 PROSPECT ST,RESIDENTIAL,437403,437403,323100,323100,323100,323100,323100,323100,,
2917,3 PORTER RD,RESIDENTIAL,507376,507376,386100,386100,386100,386100,386100,386100,,
2918,2 PORTER RD,RESIDENTIAL,534377,534377,383300,383300,383300,383300,383300,383300,,
2920,8 RESERVOIR RD,RESIDENTIAL,618690,618690,438900,438900,438900,438900,424300,424300,,
2921,79 PROSPECT ST,RESIDENTIAL,504900,504900,354600,354600,354800,354800,354800,354800,,
2922,65 PROSPECT ST,RESIDENTIAL,433600,433600,326100,326100,326200,326200,326200,326200,,
2923,77 PROSPECT ST,RESIDENTIAL,556817,556817,370800,370800,370800,370800,370800,370800,,
2925,103 PROSPECT STREET EXT,RESIDENTIAL,920950,920950,604600,604600,404100,404100,410100,410100,,
2927,194 DARTMOUTH COLLEGE HWY,COMMERCIAL,1101800,1101800,918600,918600,918900,918900,918900,918900,,
2928,184 DARTMOUTH COLLEGE HWY,RESIDENTIAL,452340,452340,306500,306500,306500,306500,306500,306500,,
2929,180 DARTMOUTH COLLEGE HWY,RESIDENTIAL,251320,251320,179300,179300,179300,179300,179300,179300,,
2930,168 DARTMOUTH COLLEGE HWY,RESIDENTIAL,295200,295200,215700,215700,215700,215700,215700,215700,,
2931,0 DARTMOUTH COLLEGE HWY,COMMERCIAL,476756,476756,383800,383800,383800,383800,383800,383800,,
2932,67 PUMPING STATION RD,COMMERCIAL,9911973,9911973,8180700,8180700,8180700,8180700,8180700,8180700,,
2933,0 ROBERTS ST,,14000,14000,11500,11500,11500,11500,11500,11500,,
2934,13 MOULTON AVE,RESIDENTIAL,416500,416500,309300,309300,309500,309500,309500,309500,,
2935,115 PROSPECT STREET EXT,RESIDENTIAL,590800,590800,408800,408800,408800,408800,408800,408800,,
2936,119 PROSPECT STREET EXT,RESIDENTIAL,545800,545800,366500,366500,366400,366400,366400,366400,,
2937,120 PROSPECT STREET EXT,RESIDENTIAL,536400,536400,422900,422900,423000,423000,423000,423000,,
2938,116 PROSPECT STREET EXT,RESIDENTIAL,525200,525200,370700,370700,370500,370500,370500,370500,,
2939,110 PROSPECT STREET EXT,RESIDENTIAL,546600,546600,411000,411000,411000,411000,411000,411000,,
2940,0 LAPLANTE RD,,37310,37310,30800,30800,30800,30800,30800,30800,,
2941,7 SKYLARK RD,RESIDENTIAL,455100,455100,327800,327800,327700,327700,346400,346400,,
2942,148 PROSPECT STREET EXT,RESIDENTIAL,530900,530900,348900,348900,348900,348900,348900,348900,,
2943,144 PROSPECT STREET EXT,RESIDENTIAL,629130,629130,428500,428500,428500,428500,428500,428500,,
2944,140 PROSPECT STREET EXT,RESIDENTIAL,545150,545150,381200,381200,381200,381200,381200,381200,,
2945,136 PROSPECT STREET EXT,RESIDENTIAL,556000,556000,407000,407000,407100,407100,408800,408800,,
2946,132 PROSPECT STREET EXT,RESIDENTIAL,460700,460700,315900,315900,315800,315800,315800,315800,,
2947,128 PROSPECT STREET EXT,RESIDENTIAL,499400,499400,336100,336100,336200,336200,336200,336200,,
2948,124 PROSPECT STREET EXT,RESIDENTIAL,535300,535300,358000,358000,358200,358200,358200,358200,,
2949,123 PROSPECT STREET EXT,RESIDENTIAL,660400,660400,476000,476000,475800,475800,475800,475800,,
2950,127 PROSPECT STREET EXT,RESIDENTIAL,487200,487200,353200,353200,353400,353400,353400,353400,,
2951,131 PROSPECT STREET EXT,RESIDENTIAL,630700,630700,435900,435900,436100,436100,436100,436100,,
2952,135 PROSPECT ST,RESIDENTIAL,771100,771100,541000,541000,541200,541200,541200,541200,,
2953,139 PROSPECT STREET EXT,RESIDENTIAL,591200,591200,421500,421500,421700,421700,421700,421700,,
2954,141 PROSPECT STREET EXT,RESIDENTIAL,673700,673700,461900,461900,462100,462100,462100,462100,,
2955,145 PROSPECT STREET EXT,RESIDENTIAL,528400,528400,396200,396200,396400,396400,396400,396400,,
2956,149 PROSPECT STREET EXT,RESIDENTIAL,736400,736400,518800,518800,518900,518900,518900,518900,,
2957,153 PROSPECT STREET EXT,RESIDENTIAL,552800,552800,406500,406500,406800,406800,406800,406800,,
2958,159 PROSPECT STREET EXT,RESIDENTIAL,642400,642400,477300,477300,477400,477400,477400,477400,,
2959,12 LAPLANTE RD,RESIDENTIAL,595400,595400,437900,437900,437900,437900,445100,445100,,
2960,0 ROBERTS ST,,13500,13500,11200,11200,11200,11200,11200,11200,,
2961,0 ROBERTS ST,,13500,13500,11200,11200,11200,11200,11200,11200,,
2962,0 ROBERTS ST,,13500,13500,11200,11200,11200,11200,11200,11200,,
2963,0 ROBERTS ST,,13500,13500,11200,11200,11200,11200,11200,11200,,
2964,0 ROBERTS ST,,13500,13500,11200,11200,11200,11200,11200,11200,,
2965,0 ROBERTS ST,,13500,13500,11200,11200,11200,11200,11200,11200,,
2966,0 ROBERTS ST,,13500,13500,11200,11200,11200,11200,11200,11200,,
2967,0 ROBERTS ST,,13500,13500,11200,11200,11200,11200,11200,11200,,
2968,0 ROBERTS ST,,14000,14000,11500,11500,11500,11500,11500,11500,,
2969,3 MOULTON AVE,COMMERCIAL,29438760,29438760,26440200,26440200,26440200,26440200,26510200,26510200,,
2970,216 DARTMOUTH COLLEGE HWY,RESIDENTIAL,407520,407520,294000,294000,294000,294000,294000,294000,,
2971,0 DARTMOUTH COLLEGE HWY,,146000,146000,120700,120700,120600,120600,120600,120600,,
2972,207 DARTMOUTH COLLEGE HWY,RESIDENTIAL,595000,595000,494800,494800,495000,495000,495000,495000,,
2973,209 DARTMOUTH COLLEGE HWY,RESIDENTIAL,488200,488200,387800,387800,387800,387800,387800,387800,,
2974,213 DARTMOUTH COLLEGE HWY,RESIDENTIAL,586840,586840,408200,408200,408200,408200,400700,400700,,
2975,0 DARTMOUTH COLLEGE HWY,,11900,30,9900,30,9900,30,9900,30,,
2976,0 DARTMOUTH COLLEGE HWY,,12000,12000,9900,9900,9900,9900,9900,9900,,
2977,0 DARTMOUTH COLLEGE HWY,,239000,239000,197500,197500,197500,197500,197500,197500,,
2978,247 DARTMOUTH COLLEGE HWY,RESIDENTIAL,415240,415240,302000,302000,302000,302000,302000,302000,,
2979,255 DARTMOUTH COLLEGE HWY,RESIDENTIAL,319895,319895,242000,242000,242000,242000,242000,242000,,
2980,259 DARTMOUTH COLLEGE HWY,COMMERCIAL,441200,441200,402400,402400,402300,402300,402300,402300,,
2981,261 DARTMOUTH COLLEGE HWY,RESIDENTIAL,175685,175685,131900,131900,131900,131900,131900,131900,,
2982,274 BANK ST EXT,RESIDENTIAL,676599,676599,462600,462600,462600,462600,462600,462600,,
2983,0 BANK ST EXT,,2200,2200,1900,1900,1900,1900,1900,1900,,
2984,3 WINONA CIR,RESIDENTIAL,562300,562300,376000,376000,375900,375900,375900,375900,,
2985,9 WINONA CIR,RESIDENTIAL,552000,552000,437600,437600,437700,437700,437700,437700,,
2986,15 WINONA CIR,RESIDENTIAL,570200,570200,380100,380100,380000,380000,380000,380000,,
2987,21 WINONA CIR,RESIDENTIAL,544700,544700,376300,376300,376200,376200,376200,376200,,
2988,27 WINONA CIR,RESIDENTIAL,556500,556500,439600,439600,439600,439600,439600,439600,,
2989,44 WINONA CIR,RESIDENTIAL,529800,529800,357400,357400,357300,357300,357300,357300,,
2990,38 WINONA CIR,RESIDENTIAL,471200,471200,312200,312200,312100,312100,312100,312100,,
2991,32 WINONA CIR,RESIDENTIAL,655800,655800,463000,463000,462900,462900,462900,462900,,
2992,26 WINONA CIR,RESIDENTIAL,541600,541600,414800,414800,414800,414800,414800,414800,,
2993,20 WINONA CIR,RESIDENTIAL,649200,649200,510300,510300,537800,537800,537800,537800,,
2994,14 WINONA CIR,RESIDENTIAL,508800,508800,404900,404900,404900,404900,404900,404900,,
2995,8 WINONA CIR,RESIDENTIAL,503300,503300,372600,372600,372500,372500,372500,372500,,
2996,6 WINONA CIR,RESIDENTIAL,462700,462700,316000,316000,316100,316100,316100,316100,,
2997,1 HARDY HILL RD,RESIDENTIAL,643104,643104,447400,447400,447400,447400,447400,447400,,
2998,0 HARDY HILL RD,,320715,320715,261000,261000,261000,261000,261000,261000,,
2999,15 RIVERSIDE DR,RESIDENTIAL,415273,415273,305700,305700,305700,305700,305700,305700,,
3000,17 RIVERSIDE DR,RESIDENTIAL,426293,426293,303700,303700,303700,303700,303700,303700,,
3001,23 RIVERSIDE DR,RESIDENTIAL,860169,860169,657800,657800,657800,657800,657800,657800,,
3002,260 DARTMOUTH COLLEGE HWY,COMMERCIAL,300200,300200,259700,259700,259700,259700,259700,259700,,
3003,254 DARTMOUTH COLLEGE HWY,COMMERCIAL,653360,653360,526300,526300,526300,526300,526300,526300,,
3004,250 DARTMOUTH COLLEGE HWY,RESIDENTIAL,176360,176360,129300,129300,129300,129300,129300,129300,,
3005,3 LAPLANTE RD,RESIDENTIAL,444200,444200,301300,301300,301300,301300,301300,301300,,
3006,7 LAPLANTE RD,RESIDENTIAL,418090,418090,296500,296500,296500,296500,296500,296500,,
3007,11 LAPLANTE RD,RESIDENTIAL,378650,378650,293600,293600,293600,293600,293600,293600,,
3008,15 LAPLANTE RD,RESIDENTIAL,393700,393700,283000,283000,283000,283000,283000,283000,,
3009,0 DARTMOUTH COLLEGE HWY,,1810,1810,1500,1500,1500,1500,1500,1500,,
3010,266 DARTMOUTH COLLEGE HWY,RESIDENTIAL,154100,154100,114900,114900,114800,114800,114800,114800,,
3011,263 DARTMOUTH COLLEGE HWY,COMMERCIAL,275190,275190,238400,238400,238400,238400,238400,238400,,
3012,42 RIVERSIDE DR,COMMERCIAL,2976200,2976200,2566900,2566900,2566900,2566900,2566900,2566900,,
3013,285 DARTMOUTH COLLEGE HWY,RESIDENTIAL,273200,273200,202200,202200,202200,202200,202200,202200,,
3014,39 RIVERSIDE DR,COMMERCIAL,558223,558225,493200,493200,493200,493200,493200,493200,,
3015,45 RIVERSIDE DR,RESIDENTIAL,390807,390807,257000,257000,257000,257000,265500,265500,,
3016,0 RIVERSIDE DR,,15000,15000,13100,13100,13100,13100,13100,13100,,
3017,0 RIVERSIDE DR,,37779,37779,33100,33100,33100,33100,33100,33100,,
3018,65 RIVERSIDE DR,COMMERCIAL,505915,505915,436900,436900,436900,436900,436900,436900,,
3019,71 RIVERSIDE DR,RESIDENTIAL,380096,380096,277900,277900,277900,277900,287000,287000,,
3020,75 RIVERSIDE DR,RESIDENTIAL,353038,353038,263300,263300,263300,263300,299100,299100,,
3021,10 MILL RD,RESIDENTIAL,376013,376013,269300,269300,269300,269300,276900,276900,,
3022,3 FELLOWS HILL RD,RESIDENTIAL,218955,218955,170500,170500,170500,170500,177000,177000,,
3023,81 RIVERSIDE DR,COMMERCIAL,220712,220710,197100,197100,197100,197100,197100,197100,,
3024,88 RIVERSIDE DR,COMMERCIAL,958612,958612,709600,709600,709600,709600,709600,709600,,
3025,90 RIVERSIDE DR,COMMERCIAL,1057730,1057730,881100,881100,881100,881100,881100,881100,,
3026,0 STONEY BROOK RD,,94234,94234,82300,82300,82300,82300,82300,82300,,
3027,0 FARR RD,,0,0,0,0,0,0,0,0,,
3028,18 MILL RD,,67300,67300,58900,58900,58900,58900,58900,58900,,
3029,83 RIVERSIDE DR,RESIDENTIAL,311700,311700,235300,235300,235400,235400,240800,240800,,
3030,23 FELLOWS HILL RD,RESIDENTIAL,386695,386695,294200,294200,284100,284100,284100,284100,,
3031,355 DARTMOUTH COLLEGE HWY,RESIDENTIAL,394171,394171,287200,287200,287200,287200,287200,287200,,
3032,363 DARTMOUTH COLLEGE HWY,RESIDENTIAL,547952,528789,406500,389890,406600,389990,405000,389570,,
3033,373 DARTMOUTH COLLEGE HWY,,426750,426750,373500,373500,373500,373500,373500,373500,,
3034,383 DARTMOUTH COLLEGE HWY,RESIDENTIAL,306892,306892,226600,226600,226600,226600,226600,226600,,
3035,397 DARTMOUTH COLLEGE HWY,,122285,122285,91100,91100,91100,91100,91100,91100,,
3036,396 DARTMOUTH COLLEGE HWY,RESIDENTIAL,463900,463900,330800,330800,331000,331000,331000,331000,,
3037,0 DARTMOUTH COLLEGE HWY,,832300,832300,761300,761300,788400,788400,807000,807000,,
3038,384 DARTMOUTH COLLEGE HWY,RESIDENTIAL,440600,421105,322900,305905,322900,305905,322900,305905,,
3039,380 DARTMOUTH COLLEGE HWY,RESIDENTIAL,304481,304481,227300,227300,227300,227300,227300,227300,,
3040,378 DARTMOUTH COLLEGE HWY,RESIDENTIAL,323345,323345,237800,237800,237800,237800,237800,237800,,
3041,374 DARTMOUTH COLLEGE HWY,RESIDENTIAL,410646,410646,293400,293400,293400,293400,293400,293400,,
3042,92 RIVERSIDE DR,COMMERCIAL,2608900,2608900,74500,74500,67800,67800,67800,67800,,
3043,11 EASTMAN HILL RD,RESIDENTIAL,516961,516961,439200,439200,409100,409100,417300,417300,,
3044,23 EASTMAN HILL RD,RESIDENTIAL,357493,357493,300400,300400,300400,300400,300400,300400,,
3045,18 EASTMAN HILL RD,RESIDENTIAL,655300,655300,515300,515300,515300,515300,515300,515300,,
3046,12 EASTMAN HILL RD,RESIDENTIAL,520100,520100,335100,335100,335100,335100,335100,335100,,
3047,406 DARTMOUTH COLLEGE HWY,RESIDENTIAL,550852,528391,385100,365490,385100,365490,366400,346790,,
3048,250 PLAINFIELD RD,COMMERCIAL,59783132,59783130,53364500,53364500,53364500,53364500,53364500,53364500,,
3049,250 PLAINFIELD RD,,46300,46300,31300,31300,31300,31300,31300,31300,,
3050,0 PLAINFIELD RD,,12515,12515,10900,10900,10900,10900,10900,10900,,
3051,0 S MAIN ST,,23281,23281,21700,21700,21700,21700,21700,21700,,
3052,200 S MAIN ST,COMMERCIAL,33241907,33241910,30033600,30033600,30033600,30033600,30033600,30033600,,
3053,3 AIRPORT RD,COMMERCIAL,2940600,2940600,2638700,2638700,2638700,2638700,2638700,2638700,,
3054,5 AIRPORT RD,INDUSTRIAL,7479300,7479300,6303100,6303100,6303100,6303100,6304300,6304300,,
3055,0 AIRPORT RD,COMMERCIAL,23100,23100,25100,25100,25100,25100,25100,25100,,
3056,1 INTERCHANGE DR,COMMERCIAL,2709400,2709400,2470900,2470900,2471400,2471400,2940800,2940800,,
3057,9 INTERCHANGE DR,COMMERCIAL,677500,677500,564000,564000,564200,564200,564200,564200,,
3058,206 S MAIN ST,,1647600,1647600,1361900,1361900,1412000,1412000,1412000,1412000,,
3059,196 S MAIN ST,COMMERCIAL,2482500,2482500,2171700,2171700,2171600,2171600,2171600,2171600,,
3060,192 S MAIN ST,COMMERCIAL,2242200,2242200,1887100,1887100,1886800,1886800,1886800,1886800,,
3061,184 S MAIN ST,COMMERCIAL,1287207,1287205,1085700,1085700,1085700,1085700,1085700,1085700,,
3062,41 GLEN RD,COMMERCIAL,1023900,1023900,944600,944600,944500,944500,944500,944500,,
3063,51 GLEN RD,COMMERCIAL,473000,473000,418800,418800,418700,418700,420300,420300,,
3064,53 GLEN RD,RESIDENTIAL,435800,435800,234600,234600,234600,234600,236600,236600,,
3065,8 GLEN RD,COMMERCIAL,14194728,14194730,11617900,11617900,11617900,11617900,11617900,11617900,,
3066,82 BENNING ST,INDUSTRIAL,8002600,8002600,7602500,7602500,7632500,7632500,7632500,7632500,,
3067,66 BENNING ST,COMMERCIAL,4830968,4830970,4153200,4153200,4124900,4124900,4124900,4124900,,
3068,191 S MAIN ST,COMMERCIAL,1899100,1899100,1591800,1591800,1592100,1592100,1592100,1592100,,
3069,197 S MAIN ST,COMMERCIAL,1960100,1960100,1685000,1685000,1684300,1684300,1684300,1684300,,
3070,201 S MAIN ST,COMMERCIAL,2341476,2341475,1887700,1887700,1887700,1887700,1887700,1887700,,
3071,10 BENNING ST,COMMERCIAL,14688700,14688700,13002600,13002600,13002600,13002600,13002600,13002600,,
3072,25 AIRPORT RD,COMMERCIAL,6135098,6135098,4762600,4762600,4762600,4762600,4762600,4762600,,
3073,43 AIRPORT RD,COMMERCIAL,629140,629140,549900,549900,549900,549900,549900,549900,,
3074,45 AIRPORT RD,COMMERCIAL,3544368,3544368,2820900,2820900,2820900,2820900,2820900,2820900,,
3075,0 AIRPORT RD,INDUSTRIAL,250173,250173,218100,218100,218100,218100,218100,218100,,
3076,103 GLEN RD,COMMERCIAL,1623700,1623700,1259500,1259500,1259500,1259500,1259500,1259500,,
3077,73 ELM STWEST,COMMERCIAL,4247250,4247250,3675600,3675600,3675600,3675600,3675600,3675600,,
3078,0 ELM STWEST,COMMERCIAL,160700,160700,155900,155900,155900,155900,155900,155900,,
3080,0 ELM STWEST,COMMERCIAL,233900,233900,210400,210400,210400,210400,210400,210400,,
3081,82 SEMINARY HILL,,282875,282875,262000,262000,262000,262000,262000,262000,,
3082,14 HATHORN AVE,RESIDENTIAL,444453,444453,323100,323100,323100,323100,328000,328000,,
3083,0 GLEN RD,,6300,6300,5200,5200,5200,5200,5200,5200,,
3084,0 GLEN RD,,55600,55600,45900,45900,45900,45900,45900,45900,,
3085,100 GLEN RD,,263005,263005,185500,185500,185500,185500,185500,185500,,
3086,36 POVERTY LN,COMMERCIAL,3361449,3361449,3066100,3066100,3066100,3066100,2989800,2989800,,
3087,0 POVERTY LN,,354200,354200,292500,292500,292500,292500,292500,292500,,
3088,17 POVERTY LN,,35124300,35124300,26511200,26511200,29093500,29093500,29422800,29422800,,
3089,37 POVERTY LN,RESIDENTIAL,370274,370274,294000,294000,294000,294000,294000,294000,,
3090,0 OLD PINE TREE CEMETERY RD,,362200,362200,299300,299300,299300,299300,299300,299300,,
3091,69 OLD PINE TREE CEMETERY RD,RESIDENTIAL,340700,340700,240800,240800,240500,240500,240500,240500,,
3092,40 OLD PINE TREE CEMETERY RD,RESIDENTIAL,501500,501500,352400,352400,352300,352300,352300,352300,,
3093,0 MIRACLE MILE,,89915,89915,74300,74300,74300,74300,74300,74300,,
3094,151 SEMINARY HILL,RESIDENTIAL,435425,435425,300400,300400,300400,300400,300400,300400,,
3095,96 BUCKINGHAM PL,RESIDENTIAL,559200,559200,442800,442800,442700,442700,442700,442700,,
3096,90 BUCKINGHAM PL,RESIDENTIAL,581300,581300,460400,460400,460200,460200,460200,460200,,
3097,86 BUCKINGHAM PL,RESIDENTIAL,551000,551000,437100,437100,437200,437200,437200,437200,,
3098,82 BUCKINGHAM PL,RESIDENTIAL,645500,645500,454500,454500,454600,454600,454600,454600,,
3099,78 BUCKINGHAM PL,RESIDENTIAL,602500,602500,477800,477800,477600,477600,477600,477600,,
3100,72 BUCKINGHAM PL,RESIDENTIAL,595600,595600,468900,468900,468700,468700,468700,468700,,
3101,68 BUCKINGHAM PL,RESIDENTIAL,499700,499700,355800,355800,355700,355700,355700,355700,,
3102,64 BUCKINGHAM PL,RESIDENTIAL,532500,532500,424100,424100,433200,433200,433200,433200,,
3103,65 BUCKINGHAM PL,RESIDENTIAL,473600,473600,323300,323300,323300,323300,323300,323300,,
3104,71 BUCKINGHAM PL,RESIDENTIAL,425900,425900,284800,284800,284900,284900,284900,284900,,
3105,7 TUCK RD,RESIDENTIAL,496800,496800,356400,356400,356300,356300,356300,356300,,
3106,12 TUCK RD,RESIDENTIAL,472100,472100,326400,326400,326500,326500,326500,326500,,
3107,8 TUCK RD,RESIDENTIAL,578100,578100,457600,457600,457700,457700,457700,457700,,
3108,79 BUCKINGHAM PL,RESIDENTIAL,642800,642800,505600,505600,505700,505700,505700,505700,,
3109,85 BUCKINGHAM PL,RESIDENTIAL,497700,497700,346700,346700,346800,346800,346800,346800,,
3110,58 NOTTINGHAM CIR,RESIDENTIAL,471200,471200,344500,344500,344500,344500,344500,344500,,
3111,54 NOTTINGHAM CIR,RESIDENTIAL,531900,531900,391000,391000,391000,391000,391000,391000,,
3112,43 NOTTINGHAM CIR,RESIDENTIAL,623200,623200,437200,437200,437300,437300,431500,431500,,
3113,53 NOTTINGHAM CIR,RESIDENTIAL,577400,577400,474800,474800,474700,474700,474700,474700,,
3114,57 NOTTINGHAM CIR,RESIDENTIAL,498000,498000,408800,408800,408700,408700,408700,408700,,
3115,63 NOTTINGHAM CIR,RESIDENTIAL,598300,598300,473900,473900,473800,473800,473800,473800,,
3116,93 BUCKINGHAM PL,RESIDENTIAL,562100,562100,447000,447000,447100,447100,447100,447100,,
3117,101 BUCKINGHAM PL,RESIDENTIAL,493100,493100,350600,350600,350700,350700,349400,349400,,
3118,11 WELLINGTON CIR,RESIDENTIAL,646200,646200,515500,515500,506400,506400,506400,506400,,
3119,15 WELLINGTON CIR,RESIDENTIAL,508200,508200,399400,399400,399300,399300,399300,399300,,
3120,21 WELLINGTON CIR,RESIDENTIAL,638100,638100,506300,506300,506200,506200,506200,506200,,
3121,25 WELLINGTON CIR,RESIDENTIAL,685400,685400,539100,539100,539100,539100,558200,558200,,
3122,31 WELLINGTON CIR,RESIDENTIAL,543300,543300,432300,432300,432300,432300,432300,432300,,
3123,32 WELLINGTON CIR,RESIDENTIAL,673400,673400,534700,534700,526900,526900,526900,526900,,
3124,28 WELLINGTON CIR,RESIDENTIAL,595800,595800,473700,473700,473800,473800,479100,479100,,
3125,22 WELLINGTON CIR,RESIDENTIAL,572700,572700,455000,455000,455000,455000,455000,455000,,
3126,18 WELLINGTON CIR,RESIDENTIAL,803200,803200,620600,620600,620700,620700,620700,620700,,
3127,12 WELLINGTON CIR,RESIDENTIAL,646700,646700,512100,512100,512100,512100,507600,507600,,
